Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,car_age
19444.0,-0.9241799117679957,54.0,421.0,-1.0831537968902694,9.0,0.0,5.0,-0.5929332334254245,-0.5198531388491424,-0.4999741612621652,0.0,1.0,1.0,0.0,14.0,-0.14082429670038824,25.0
43905.0,0.4479952163401878,54.0,307.0,-2.2646571231481327,4.0,0.0,5.0,-0.35660680212116264,-1.9181159451764158,-0.4999741612621652,2.0,1.0,1.0,0.0,13.0,1.250526105287799,36.0
11604.0,0.4479952163401878,4.0,78.0,0.42057770925610233,9.0,0.0,5.0,0.825025354400147,0.6107184577581108,1.241648209211287,1.0,2.0,1.0,0.0,2.0,-0.604607764029784,11.0
43278.0,0.4479952163401878,34.0,1068.0,-2.1572477298519632,9.0,1.0,1.0,1.0613517857044092,-2.224505645190489,1.241648209211287,2.0,2.0,1.0,0.0,1.0,1.250526105287799,35.0
20385.0,0.4479952163401878,22.0,1099.0,-0.6535162237055917,4.0,1.0,1.0,-0.12028037081690049,0.6107184577581108,1.241648209211287,2.0,0.0,1.0,0.0,12.0,0.32295917062900753,21.0
21012.0,1.6646025543356189,54.0,307.0,-0.7609256170017611,4.0,1.0,5.0,-0.35660680212116264,-0.7053500344735292,-0.4999741612621652,0.0,1.0,1.0,0.0,12.0,1.250526105287799,22.0
21639.0,-0.3655479059245842,54.0,356.0,-0.7609256170017611,9.0,1.0,5.0,0.23420927613949222,-0.681683189169728,-0.4999741612621652,2.0,1.0,1.0,0.0,1.0,2.1780930399465905,22.0
33823.0,-0.011293463194615869,51.0,201.0,-1.8350195499634552,4.0,1.0,5.0,-0.8292596647296864,-1.4997884633200405,-0.4999741612621652,0.0,1.0,1.0,0.0,14.0,-0.604607764029784,32.0
8467.0,0.4479952163401878,20.0,570.0,0.6353964958484412,3.0,0.0,5.0,-0.9474228803818174,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,1.0,14.0,-0.604607764029784,9.0
25089.0,-2.0755068506403926,15.0,590.0,-0.9757444035940999,9.0,0.0,5.0,-0.8292596647296864,-0.5715619976156094,-0.4999741612621652,1.0,1.0,1.0,0.0,1.0,-0.14082429670038824,24.0
130.0,0.4479952163401878,54.0,708.0,1.2798528556254576,4.0,0.0,2.0,1.1795150013565396,0.6107184577581108,1.241648209211287,0.0,0.0,1.0,0.0,7.0,1.250526105287799,3.0
21181.0,-1.2988721108093084,22.0,1125.0,-0.4386974371132529,9.0,1.0,5.0,-0.35660680212116264,-0.3676177555436113,-0.4999741612621652,0.0,1.0,1.0,0.0,12.0,-0.604607764029784,19.0
18817.0,1.262660013545847,4.0,116.0,-0.3312880438170835,9.0,1.0,5.0,0.825025354400147,0.6107184577581108,1.241648209211287,2.0,2.0,1.0,0.0,2.0,0.7867426379584033,18.0
26591.0,0.4479952163401878,30.0,782.0,-0.8683350102979305,9.0,1.0,5.0,2.7156368048342423,-1.3379584129994548,-0.4999741612621652,0.0,1.0,1.0,0.0,12.0,-0.604607764029784,23.0
12890.0,0.4479952163401878,4.0,819.0,-2.5868853030366408,9.0,1.0,5.0,3.1882896674427665,-2.224505645190489,-0.4999741612621652,1.0,2.0,1.0,0.0,2.0,0.7867426379584033,39.0
4391.0,-2.4433864642445906,14.0,95.0,1.0650340690331188,4.0,1.0,5.0,-1.0655860960339485,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,1.0,1.250526105287799,5.0
10506.0,0.4479952163401878,54.0,214.0,0.5279871025522718,9.0,0.0,2.0,-0.9474228803818174,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,1.0,12.0,-1.0683912313591797,10.0
36692.0,0.4479952163401878,34.0,639.0,-1.9424289432596245,4.0,1.0,1.0,0.825025354400147,-1.2151466752067575,1.241648209211287,2.0,0.0,1.0,0.0,1.0,1.250526105287799,33.0
14113.0,0.4479952163401878,20.0,436.0,-0.3312880438170835,4.0,0.0,5.0,0.11604606048736113,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,3.0,-1.5321746986885756,18.0
5645.0,0.4479952163401878,34.0,264.0,0.8502152824407799,9.0,0.0,5.0,-0.12028037081690049,0.6107184577581108,-0.4999741612621652,1.0,2.0,1.0,0.0,1.0,-0.604607764029784,7.0
941.0,0.4479952163401878,30.0,668.0,0.9576246757369493,4.0,1.0,5.0,2.7156368048342423,0.6107184577581108,2.9832705796847394,0.0,0.0,1.0,0.0,1.0,-1.5321746986885756,6.0
30583.0,-0.37917307679881374,22.0,697.0,-1.7276101566672857,7.0,1.0,1.0,0.23420927613949222,-0.9388202651731883,-0.4999741612621652,0.0,1.0,1.0,0.0,1.0,-0.604607764029784,31.0
23521.0,-1.6871894807248504,54.0,993.0,-1.0831537968902694,7.0,1.0,2.0,-0.5929332334254245,0.6107184577581108,-0.4999741612621652,3.0,1.0,1.0,0.0,14.0,0.7867426379584033,25.0
12890.0,0.4479952163401878,30.0,668.0,-2.4794759097404717,4.0,1.0,5.0,2.7156368048342423,-2.224505645190489,2.9832705796847394,0.0,0.0,1.0,0.0,1.0,-1.5321746986885756,38.0
12522.0,1.3035355261685357,22.0,697.0,-0.5461068304094223,7.0,1.0,1.0,0.23420927613949222,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,15.0,-0.604607764029784,20.0
8467.0,-0.3519227350503546,57.0,941.0,0.5279871025522718,9.0,0.0,5.0,0.23420927613949222,0.6107184577581108,-0.4999741612621652,2.0,1.0,1.0,0.0,12.0,1.250526105287799,10.0
282.0,0.4479952163401878,30.0,669.0,1.0650340690331188,4.0,1.0,5.0,2.8338000204863736,0.6107184577581108,2.9832705796847394,0.0,0.0,1.0,0.0,1.0,-1.5321746986885756,5.0
44000.0,0.4479952163401878,34.0,60.0,-2.0498383365557937,9.0,1.0,1.0,0.825025354400147,-2.1778115990505573,1.241648209211287,2.0,0.0,1.0,0.0,1.0,1.250526105287799,34.0
15681.0,0.4479952163401878,54.0,980.0,-0.009059863928575282,3.0,0.0,2.0,-0.9474228803818174,0.6107184577581108,-0.4999741612621652,2.0,1.0,1.0,0.0,11.0,0.32295917062900753,15.0
28539.0,-1.3193098671206527,33.0,344.0,-1.2979725834826081,4.0,0.0,5.0,-0.35660680212116264,-1.1575786731164304,-0.4999741612621652,0.0,1.0,1.0,0.0,2.0,1.250526105287799,27.0
23703.0,-0.46092410204419104,7.0,846.0,-0.9757444035940999,9.0,1.0,1.0,-0.35660680212116264,-0.5518353622326574,-0.4999741612621652,0.0,1.0,1.0,0.0,14.0,-0.604607764029784,24.0
6272.0,0.4479952163401878,4.0,1295.0,0.7428058891446105,4.0,1.0,5.0,2.479310373529981,0.6107184577581108,2.9832705796847394,2.0,0.0,1.0,0.0,7.0,2.1780930399465905,8.0
24775.0,0.5745888843972548,2.0,1006.0,-1.1905631901864386,4.0,1.0,5.0,0.825025354400147,-1.0725059589162806,1.241648209211287,0.0,0.0,1.0,0.0,2.0,-1.5321746986885756,26.0
24543.0,-1.2988721108093084,22.0,1213.0,-1.2979725834826081,4.0,1.0,1.0,-0.35660680212116264,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,7.0,-0.604607764029784,27.0
157.0,0.4479952163401878,4.0,1295.0,1.172443462329288,9.0,1.0,5.0,2.479310373529981,0.6107184577581108,2.9832705796847394,0.0,0.0,1.0,0.0,1.0,-1.5321746986885756,4.0
10349.0,0.4479952163401878,54.0,214.0,0.20575892266376353,3.0,0.0,2.0,-0.9474228803818174,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,1.0,1.0,-0.604607764029784,13.0
3763.0,0.31571063778689334,15.0,590.0,0.9576246757369493,9.0,1.0,5.0,-0.8292596647296864,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,7.0,1.250526105287799,6.0
8154.0,1.8962304591975212,20.0,570.0,0.7428058891446105,10.0,0.0,2.0,-1.1837493116860793,0.6107184577581108,-0.4999741612621652,3.0,1.0,1.0,1.0,14.0,-1.0683912313591797,8.0
19306.0,-2.2594466574424916,54.0,214.0,-0.4386974371132529,3.0,1.0,5.0,-0.9474228803818174,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,1.0,-0.604607764029784,19.0
17249.0,0.4479952163401878,54.0,973.0,-0.22387865052091407,9.0,0.0,2.0,-0.5929332334254245,0.6107184577581108,1.241648209211287,0.0,1.0,1.0,0.0,14.0,-1.3002829650238776,17.0
4704.0,0.4479952163401878,15.0,618.0,0.9576246757369493,9.0,1.0,2.0,-0.35660680212116264,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,11.0,1.250526105287799,6.0
7213.0,0.4479952163401878,53.0,694.0,-0.8683350102979305,4.0,1.0,5.0,-0.35660680212116264,-2.224505645190489,-0.4999741612621652,1.0,0.0,1.0,0.0,12.0,-0.604607764029784,23.0
36231.0,1.7599787504552256,22.0,697.0,-1.7276101566672857,10.0,1.0,1.0,0.23420927613949222,-2.145189731199372,-0.4999741612621652,0.0,1.0,1.0,0.0,12.0,-0.604607764029784,31.0
1882.0,-0.5903632253493717,54.0,973.0,1.2798528556254576,9.0,1.0,2.0,-0.9474228803818174,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,14.0,1.250526105287799,3.0
6429.0,0.5745888843972548,2.0,190.0,0.7428058891446105,3.0,1.0,5.0,0.825025354400147,0.6107184577581108,1.241648209211287,0.0,0.0,1.0,0.0,7.0,-1.5321746986885756,8.0
30734.0,0.4479952163401878,34.0,496.0,-1.512791370074947,9.0,1.0,5.0,1.415841432660802,-1.314931212163324,1.241648209211287,2.0,0.0,1.0,0.0,1.0,1.250526105287799,29.0
14834.0,-0.9923057661391435,22.0,522.0,-0.3312880438170835,9.0,1.0,5.0,-0.8292596647296864,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,7.0,-0.604607764029784,18.0
1333.0,-0.4881744437926501,54.0,418.0,1.2798528556254576,9.0,1.0,5.0,-0.5929332334254245,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,12.0,1.250526105287799,3.0
16900.0,2.1006080223109644,20.0,539.0,-0.22387865052091407,10.0,0.0,5.0,0.11604606048736113,0.6107184577581108,-0.4999741612621652,0.0,0.0,1.0,0.0,12.0,0.32295917062900753,17.0
20385.0,0.4479952163401878,37.0,462.0,-0.9757444035940999,7.0,1.0,5.0,0.825025354400147,0.6107184577581108,1.241648209211287,0.0,0.0,1.0,1.0,14.0,1.250526105287799,24.0
30931.0,0.3225232232240081,22.0,522.0,-1.4053819767787774,9.0,1.0,5.0,-0.8292596647296864,-1.1147224937825204,-0.4999741612621652,0.0,1.0,1.0,0.0,14.0,-0.604607764029784,28.0
2509.0,0.4479952163401878,30.0,1047.0,0.8502152824407799,4.0,1.0,2.0,1.415841432660802,0.6107184577581108,1.241648209211287,0.0,0.0,1.0,0.0,7.0,1.250526105287799,7.0
6272.0,0.4479952163401878,40.0,223.0,0.7428058891446105,10.0,0.0,5.0,-0.8292596647296864,-0.9378671949163595,-0.4999741612621652,1.0,1.0,1.0,0.0,14.0,-1.5321746986885756,8.0
26343.0,-0.37917307679881374,54.0,356.0,0.42057770925610233,9.0,1.0,5.0,0.23420927613949222,-2.224505645190489,-0.4999741612621652,2.0,1.0,1.0,0.0,12.0,1.250526105287799,11.0
3293.0,-1.6803768952877358,20.0,396.0,1.2798528556254576,9.0,1.0,5.0,-0.5929332334254245,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,14.0,1.250526105287799,3.0
4077.0,0.4479952163401878,39.0,212.0,0.8502152824407799,9.0,1.0,5.0,0.23420927613949222,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,1.0,1.250526105287799,7.0
2509.0,-0.9241799117679957,54.0,418.0,0.8502152824407799,9.0,1.0,5.0,-0.5929332334254245,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,7.0,1.250526105287799,7.0
13799.0,-1.3193098671206527,22.0,1125.0,-0.4386974371132529,9.0,1.0,4.0,-0.35660680212116264,-1.8364973111016858,-0.4999741612621652,0.0,1.0,1.0,0.0,14.0,-0.604607764029784,19.0
22894.0,0.4479952163401878,22.0,1125.0,-0.8683350102979305,9.0,1.0,2.0,0.11604606048736113,0.6107184577581108,1.241648209211287,0.0,1.0,1.0,0.0,7.0,-0.14082429670038824,23.0
3920.0,0.4479952163401878,40.0,1226.0,1.172443462329288,9.0,0.0,0.0,-0.5929332334254245,0.6107184577581108,-0.4999741612621652,1.0,1.0,1.0,0.0,14.0,-0.604607764029784,4.0
30.0,0.4479952163401878,20.0,570.0,-0.4386974371132529,3.0,0.0,5.0,-1.1837493116860793,-2.224505645190489,-0.4999741612621652,0.0,1.0,1.0,1.0,12.0,-0.604607764029784,19.0
26180.0,0.022769463990958007,22.0,1125.0,-0.8683350102979305,9.0,1.0,5.0,-0.35660680212116264,-1.994176068827091,-0.4999741612621652,0.0,1.0,1.0,0.0,14.0,-0.604607764029784,23.0
4000.0,0.4479952163401878,52.0,602.0,0.8502152824407799,2.0,0.0,5.0,0.23420927613949222,0.6107184577581108,1.241648209211287,2.0,0.0,1.0,0.0,14.0,-0.604607764029784,7.0
29793.0,-1.332935037994882,27.0,1142.0,-1.6202007633711164,4.0,1.0,1.0,-0.35660680212116264,-0.7737919925142511,-0.4999741612621652,0.0,1.0,1.0,0.0,14.0,-0.604607764029784,30.0
4704.0,0.4479952163401878,57.0,748.0,0.8502152824407799,9.0,0.0,5.0,-0.35660680212116264,0.6107184577581108,-0.4999741612621652,1.0,1.0,1.0,0.0,1.0,0.32295917062900753,7.0
22580.0,0.4479952163401878,54.0,356.0,-0.7609256170017611,9.0,1.0,5.0,0.23420927613949222,-1.4678062399365255,-0.4999741612621652,2.0,1.0,1.0,0.0,4.0,1.250526105287799,22.0
13642.0,2.3117981708615223,34.0,496.0,0.31316831595993294,9.0,1.0,1.0,1.415841432660802,0.6107184577581108,1.241648209211287,0.0,0.0,1.0,0.0,2.0,1.250526105287799,12.0
3607.0,-0.4881744437926501,54.0,418.0,1.172443462329288,9.0,1.0,5.0,-0.5929332334254245,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,12.0,1.250526105287799,4.0
11917.0,0.4479952163401878,34.0,324.0,-0.009059863928575282,9.0,1.0,5.0,1.0613517857044092,0.6107184577581108,1.241648209211287,0.0,2.0,0.0,0.0,9.0,0.32295917062900753,15.0
4861.0,0.4479952163401878,15.0,618.0,1.172443462329288,9.0,1.0,2.0,-0.35660680212116264,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,14.0,-1.5321746986885756,4.0
17249.0,0.4479952163401878,54.0,973.0,-0.4386974371132529,3.0,0.0,5.0,-0.5929332334254245,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,12.0,1.250526105287799,19.0
8467.0,0.4479952163401878,34.0,491.0,0.6353964958484412,9.0,0.0,1.0,0.706862138748016,0.6107184577581108,2.9832705796847394,1.0,2.0,1.0,0.0,10.0,-1.0683912313591797,9.0
18531.0,-1.70081465159908,22.0,522.0,-0.5461068304094223,9.0,1.0,5.0,-0.8292596647296864,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,12.0,-0.604607764029784,20.0
13000.0,0.4479952163401878,34.0,1151.0,-0.7609256170017611,6.0,0.0,1.0,-0.12028037081690049,-2.224505645190489,-0.4999741612621652,1.0,2.0,1.0,0.0,14.0,-0.604607764029784,22.0
17249.0,-0.3519227350503546,54.0,356.0,0.31316831595993294,9.0,1.0,5.0,0.23420927613949222,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,12.0,1.250526105287799,12.0
14062.0,0.9084055708158788,22.0,675.0,0.20575892266376353,1.0,1.0,5.0,-0.35660680212116264,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,7.0,-0.604607764029784,13.0
7840.0,0.4479952163401878,34.0,472.0,0.5279871025522718,9.0,0.0,0.0,-0.35660680212116264,0.6107184577581108,-0.4999741612621652,1.0,2.0,1.0,0.0,1.0,-0.604607764029784,10.0
7840.0,0.4479952163401878,39.0,1225.0,0.42057770925610233,2.0,0.0,1.0,-0.12028037081690049,0.6107184577581108,-0.4999741612621652,1.0,2.0,1.0,1.0,14.0,-0.8364994976944818,11.0
11917.0,-2.061881679766163,22.0,522.0,0.09834952936759413,9.0,1.0,5.0,-0.8292596647296864,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,14.0,-0.604607764029784,14.0
17876.0,-1.2988721108093084,15.0,290.0,-0.3312880438170835,3.0,0.0,2.0,-0.35660680212116264,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,12.0,0.7867426379584033,18.0
23521.0,0.6904028368282059,54.0,1020.0,0.5279871025522718,4.0,0.0,5.0,0.23420927613949222,-2.224505645190489,-0.4999741612621652,0.0,0.0,1.0,0.0,1.0,-1.5321746986885756,10.0
314.0,0.19989668535594216,15.0,550.0,1.2798528556254576,4.0,1.0,2.0,0.23420927613949222,0.6107184577581108,-0.4999741612621652,0.0,0.0,1.0,0.0,6.0,-1.5321746986885756,3.0
18503.0,-0.6993645923432081,22.0,522.0,-0.6535162237055917,9.0,1.0,4.0,-0.8292596647296864,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,12.0,-0.604607764029784,21.0
784.0,0.4479952163401878,54.0,356.0,1.2798528556254576,9.0,1.0,2.0,0.23420927613949222,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,1.0,1.250526105287799,3.0
470.0,0.4479952163401878,31.0,824.0,1.2798528556254576,9.0,1.0,2.0,-0.35660680212116264,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,11.0,0.7867426379584033,3.0
17562.0,0.4479952163401878,54.0,973.0,-0.4386974371132529,3.0,0.0,2.0,-0.5929332334254245,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,7.0,-0.14082429670038824,19.0
23207.0,0.4587749319663036,22.0,1136.0,-1.0831537968902694,9.0,1.0,5.0,0.11604606048736113,0.6107184577581108,-0.4999741612621652,2.0,1.0,1.0,0.0,1.0,0.32295917062900753,25.0
7840.0,0.4479952163401878,39.0,896.0,0.42057770925610233,9.0,0.0,5.0,-0.9474228803818174,0.6107184577581108,-0.4999741612621652,3.0,1.0,1.0,1.0,5.0,-1.5321746986885756,11.0
23505.0,-1.3193098671206527,22.0,1213.0,-0.9757444035940999,4.0,1.0,1.0,-0.35660680212116264,-0.7840263039969759,-0.4999741612621652,0.0,1.0,1.0,0.0,14.0,-0.604607764029784,24.0
17876.0,-1.70081465159908,22.0,522.0,-0.3312880438170835,9.0,0.0,5.0,-0.8292596647296864,0.6107184577581108,-0.4999741612621652,2.0,1.0,1.0,0.0,12.0,0.32295917062900753,18.0
8154.0,0.4479952163401878,34.0,262.0,0.7428058891446105,1.0,0.0,4.0,-0.35660680212116264,0.6107184577581108,-0.4999741612621652,2.0,2.0,0.0,1.0,7.0,-0.14082429670038824,8.0
7840.0,0.4479952163401878,15.0,568.0,0.9576246757369493,9.0,1.0,5.0,0.47053570744375434,0.6107184577581108,1.241648209211287,0.0,2.0,1.0,0.0,14.0,1.250526105287799,6.0
3136.0,0.6222769824570582,54.0,418.0,0.9576246757369493,9.0,1.0,5.0,-0.5929332334254245,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,12.0,1.250526105287799,6.0
314.0,0.4479952163401878,30.0,668.0,1.2798528556254576,4.0,1.0,5.0,2.7156368048342423,0.6107184577581108,2.9832705796847394,0.0,0.0,1.0,0.0,1.0,-1.5321746986885756,3.0
19444.0,-2.252634072005377,15.0,618.0,-0.22387865052091407,9.0,0.0,5.0,-0.9474228803818174,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,1.0,0.32295917062900753,17.0
188.0,-0.46092410204419104,34.0,650.0,1.172443462329288,4.0,1.0,5.0,-0.35660680212116264,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,11.0,1.250526105287799,4.0
15681.0,-1.6940020661619652,22.0,530.0,-0.4386974371132529,9.0,0.0,5.0,-0.5929332334254245,0.6107184577581108,-0.4999741612621652,2.0,1.0,1.0,0.0,1.0,0.7867426379584033,19.0
157.0,-1.6871894807248504,54.0,973.0,1.0650340690331188,9.0,1.0,2.0,-0.5929332334254245,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,11.0,1.250526105287799,5.0
4000.0,0.4479952163401878,55.0,54.0,0.7428058891446105,4.0,0.0,5.0,0.706862138748016,0.6107184577581108,-0.4999741612621652,1.0,0.0,1.0,0.0,2.0,0.5548509042937054,8.0
17562.0,0.4479952163401878,14.0,106.0,-0.3312880438170835,4.0,0.0,5.0,-1.0655860960339485,0.6107184577581108,-0.4999741612621652,2.0,1.0,1.0,0.0,1.0,1.250526105287799,18.0
25089.0,0.4479952163401878,22.0,697.0,-0.6535162237055917,7.0,1.0,1.0,0.23420927613949222,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,15.0,-0.604607764029784,21.0
18240.0,-1.70081465159908,22.0,522.0,-0.7609256170017611,9.0,1.0,5.0,-0.8292596647296864,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,7.0,-0.604607764029784,22.0
6272.0,0.4479952163401878,20.0,396.0,0.5279871025522718,3.0,0.0,5.0,-0.9474228803818174,0.6107184577581108,-0.4999741612621652,1.0,1.0,0.0,0.0,11.0,-1.0683912313591797,10.0
3293.0,-1.3124972816835379,2.0,174.0,0.9576246757369493,9.0,1.0,5.0,-0.35660680212116264,0.6107184577581108,-0.4999741612621652,0.0,0.0,1.0,0.0,14.0,1.250526105287799,6.0
25597.0,-0.4336737602957319,7.0,375.0,-0.9757444035940999,4.0,1.0,1.0,-0.12028037081690049,-0.6126015866613358,-0.4999741612621652,0.0,1.0,1.0,0.0,7.0,-0.604607764029784,24.0
627.0,-1.6940020661619652,57.0,748.0,1.0650340690331188,9.0,1.0,1.0,-0.5929332334254245,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,1.0,1.250526105287799,5.0
23207.0,-1.2988721108093084,22.0,1213.0,-0.8683350102979305,4.0,1.0,1.0,-0.35660680212116264,-1.2596595337119334,-0.4999741612621652,0.0,1.0,1.0,0.0,7.0,-0.604607764029784,23.0
3450.0,-0.5426751272895683,7.0,547.0,1.172443462329288,4.0,1.0,5.0,0.11604606048736113,0.6107184577581108,-0.4999741612621652,0.0,1.0,1.0,0.0,1.0,1.250526105287799,4.0
22266.0,0.4479952163401878,15.0,618.0,-0.9757444035940999,9.0,1.0,5.0,-0.8292596647296864,-0.639409086301398,-0.4999741612621652,0.0,1.0,1.0,0.0,1.0,0.32295917062900753,24.0
