Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,car_age
706.0,898.417676266137,54.0,93.0,2019.0,4.0,1.0,5.0,2.4,443250.0,4.0,0.0,1.0,1.0,0.0,12.0,12.0,6.0
200.0,898.417676266137,54.0,791.0,2022.0,4.0,1.0,1.0,4.2,443250.0,8.0,1.0,0.0,1.0,0.0,12.0,2.0,3.0
6272.0,898.417676266137,34.0,319.0,2015.0,1.0,0.0,5.0,2.3,443250.0,4.0,1.0,2.0,0.0,0.0,1.0,2.0,10.0
15681.0,891.0,22.0,1125.0,2009.0,9.0,1.0,4.0,2.0,443250.0,4.0,0.0,1.0,1.0,0.0,12.0,4.0,16.0
8781.0,761.0,54.0,973.0,2015.0,3.0,0.0,2.0,1.8,443250.0,4.0,0.0,1.0,1.0,0.0,1.0,12.0,10.0
19444.0,697.0,54.0,421.0,2000.0,9.0,0.0,5.0,1.8,266500.0,4.0,0.0,1.0,1.0,0.0,14.0,6.0,25.0
43905.0,898.417676266137,54.0,307.0,1989.0,4.0,0.0,5.0,2.0,47900.0,4.0,2.0,1.0,1.0,0.0,13.0,12.0,36.0
11604.0,898.417676266137,4.0,78.0,2014.0,9.0,0.0,5.0,3.0,443250.0,6.0,1.0,2.0,1.0,0.0,2.0,4.0,11.0
43278.0,898.417676266137,34.0,1068.0,1990.0,9.0,1.0,1.0,3.2,0.0,6.0,2.0,2.0,1.0,0.0,1.0,12.0,35.0
20385.0,898.417676266137,22.0,1099.0,2004.0,4.0,1.0,1.0,2.2,443250.0,6.0,2.0,0.0,1.0,0.0,12.0,8.0,21.0
21012.0,1077.0,54.0,307.0,2003.0,4.0,1.0,5.0,2.0,237500.0,4.0,0.0,1.0,1.0,0.0,12.0,12.0,22.0
21639.0,779.0,54.0,356.0,2003.0,9.0,1.0,5.0,2.5,241200.0,4.0,2.0,1.0,1.0,0.0,1.0,16.0,22.0
33823.0,831.0,51.0,201.0,1993.0,4.0,1.0,5.0,1.6,113300.0,4.0,0.0,1.0,1.0,0.0,14.0,4.0,32.0
8467.0,898.417676266137,20.0,570.0,2016.0,3.0,0.0,5.0,1.5,443250.0,4.0,0.0,1.0,1.0,1.0,14.0,4.0,9.0
25089.0,528.0,15.0,590.0,2001.0,9.0,0.0,5.0,1.6,258416.0,4.0,1.0,1.0,1.0,0.0,1.0,6.0,24.0
130.0,898.417676266137,54.0,708.0,2022.0,4.0,0.0,2.0,3.3,443250.0,6.0,0.0,0.0,1.0,0.0,7.0,12.0,3.0
21181.0,642.0,22.0,1125.0,2006.0,9.0,1.0,5.0,2.0,290300.0,4.0,0.0,1.0,1.0,0.0,12.0,4.0,19.0
18817.0,1018.0,4.0,116.0,2007.0,9.0,1.0,5.0,3.0,443250.0,6.0,2.0,2.0,1.0,0.0,2.0,10.0,18.0
26591.0,898.417676266137,30.0,782.0,2002.0,9.0,1.0,5.0,4.6,138600.0,4.0,0.0,1.0,1.0,0.0,12.0,4.0,23.0
12890.0,898.417676266137,4.0,819.0,1986.0,9.0,1.0,5.0,5.0,0.0,4.0,1.0,2.0,1.0,0.0,2.0,10.0,39.0
4391.0,474.0,14.0,95.0,2020.0,4.0,1.0,5.0,1.4,443250.0,4.0,0.0,1.0,1.0,0.0,1.0,12.0,5.0
10506.0,898.417676266137,54.0,214.0,2015.0,9.0,0.0,2.0,1.5,443250.0,4.0,0.0,1.0,1.0,1.0,12.0,2.0,10.0
36692.0,898.417676266137,34.0,639.0,1992.0,4.0,1.0,1.0,3.0,157800.0,6.0,2.0,0.0,1.0,0.0,1.0,12.0,33.0
14113.0,898.417676266137,20.0,436.0,2007.0,4.0,0.0,5.0,2.4,443250.0,4.0,0.0,1.0,1.0,0.0,3.0,0.0,18.0
5645.0,898.417676266137,34.0,264.0,2018.0,9.0,0.0,5.0,2.2,443250.0,4.0,1.0,2.0,1.0,0.0,1.0,4.0,7.0
941.0,898.417676266137,30.0,668.0,2019.0,4.0,1.0,5.0,4.6,443250.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0
30583.0,777.0,22.0,697.0,1994.0,7.0,1.0,1.0,2.5,201000.0,4.0,0.0,1.0,1.0,0.0,1.0,4.0,31.0
23521.0,585.0,54.0,993.0,2000.0,7.0,1.0,2.0,1.8,443250.0,4.0,3.0,1.0,1.0,0.0,14.0,10.0,25.0
12890.0,898.417676266137,30.0,668.0,1987.0,4.0,1.0,5.0,4.6,0.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,38.0
12522.0,1024.0,22.0,697.0,2005.0,7.0,1.0,1.0,2.5,443250.0,4.0,0.0,1.0,1.0,0.0,15.0,4.0,20.0
8467.0,781.0,57.0,941.0,2015.0,9.0,0.0,5.0,2.5,443250.0,4.0,2.0,1.0,1.0,0.0,12.0,12.0,10.0
282.0,898.417676266137,30.0,669.0,2020.0,4.0,1.0,5.0,4.7,443250.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0
44000.0,898.417676266137,34.0,60.0,1991.0,9.0,1.0,1.0,3.0,7300.0,6.0,2.0,0.0,1.0,0.0,1.0,12.0,34.0
15681.0,898.417676266137,54.0,980.0,2010.0,3.0,0.0,2.0,1.5,443250.0,4.0,2.0,1.0,1.0,0.0,11.0,8.0,15.0
28539.0,639.0,33.0,344.0,1998.0,4.0,0.0,5.0,2.0,166800.0,4.0,0.0,1.0,1.0,0.0,2.0,12.0,27.0
23703.0,765.0,7.0,846.0,2001.0,9.0,1.0,1.0,2.0,261500.0,4.0,0.0,1.0,1.0,0.0,14.0,4.0,24.0
6272.0,898.417676266137,4.0,1295.0,2017.0,4.0,1.0,5.0,4.4,443250.0,8.0,2.0,0.0,1.0,0.0,7.0,16.0,8.0
24775.0,917.0,2.0,1006.0,1999.0,4.0,1.0,5.0,3.0,180100.0,6.0,0.0,0.0,1.0,0.0,2.0,0.0,26.0
24543.0,642.0,22.0,1213.0,1998.0,4.0,1.0,1.0,2.0,443250.0,4.0,0.0,1.0,1.0,0.0,7.0,4.0,27.0
157.0,898.417676266137,4.0,1295.0,2021.0,9.0,1.0,5.0,4.4,443250.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0
10349.0,898.417676266137,54.0,214.0,2012.0,3.0,0.0,2.0,1.5,443250.0,4.0,0.0,1.0,1.0,1.0,1.0,4.0,13.0
3763.0,879.0,15.0,590.0,2019.0,9.0,1.0,5.0,1.6,443250.0,4.0,0.0,1.0,1.0,0.0,7.0,12.0,6.0
8154.0,1111.0,20.0,570.0,2017.0,10.0,0.0,2.0,1.3,443250.0,4.0,3.0,1.0,1.0,1.0,14.0,2.0,8.0
19306.0,501.0,54.0,214.0,2006.0,3.0,1.0,5.0,1.5,443250.0,4.0,0.0,1.0,1.0,0.0,1.0,4.0,19.0
17249.0,898.417676266137,54.0,973.0,2008.0,9.0,0.0,2.0,1.8,443250.0,6.0,0.0,1.0,1.0,0.0,14.0,1.0,17.0
4704.0,898.417676266137,15.0,618.0,2019.0,9.0,1.0,2.0,2.0,443250.0,4.0,0.0,1.0,1.0,0.0,11.0,12.0,6.0
7213.0,898.417676266137,53.0,694.0,2002.0,4.0,1.0,5.0,2.0,0.0,4.0,1.0,0.0,1.0,0.0,12.0,4.0,23.0
36231.0,1091.0,22.0,697.0,1994.0,10.0,1.0,1.0,2.5,12400.0,4.0,0.0,1.0,1.0,0.0,12.0,4.0,31.0
1882.0,746.0,54.0,973.0,2022.0,9.0,1.0,2.0,1.5,443250.0,4.0,0.0,1.0,1.0,0.0,14.0,12.0,3.0
6429.0,917.0,2.0,190.0,2017.0,3.0,1.0,5.0,3.0,443250.0,6.0,0.0,0.0,1.0,0.0,7.0,0.0,8.0
30734.0,898.417676266137,34.0,496.0,1996.0,9.0,1.0,5.0,3.5,142200.0,6.0,2.0,0.0,1.0,0.0,1.0,12.0,29.0
14834.0,687.0,22.0,522.0,2007.0,9.0,1.0,5.0,1.6,443250.0,4.0,0.0,1.0,1.0,0.0,7.0,4.0,18.0
1333.0,761.0,54.0,418.0,2022.0,9.0,1.0,5.0,1.8,443250.0,4.0,0.0,1.0,1.0,0.0,12.0,12.0,3.0
16900.0,1141.0,20.0,539.0,2008.0,10.0,0.0,5.0,2.4,443250.0,4.0,0.0,0.0,1.0,0.0,12.0,8.0,17.0
20385.0,898.417676266137,37.0,462.0,2001.0,7.0,1.0,5.0,3.0,443250.0,6.0,0.0,0.0,1.0,1.0,14.0,12.0,24.0
30931.0,880.0,22.0,522.0,1997.0,9.0,1.0,5.0,1.6,173500.0,4.0,0.0,1.0,1.0,0.0,14.0,4.0,28.0
2509.0,898.417676266137,30.0,1047.0,2018.0,4.0,1.0,2.0,3.5,443250.0,6.0,0.0,0.0,1.0,0.0,7.0,12.0,7.0
6272.0,898.417676266137,40.0,223.0,2017.0,10.0,0.0,5.0,1.6,201149.0,4.0,1.0,1.0,1.0,0.0,14.0,0.0,8.0
26343.0,777.0,54.0,356.0,2014.0,9.0,1.0,5.0,2.5,0.0,4.0,2.0,1.0,1.0,0.0,12.0,12.0,11.0
3293.0,586.0,20.0,396.0,2022.0,9.0,1.0,5.0,1.8,443250.0,4.0,0.0,1.0,1.0,0.0,14.0,12.0,3.0
4077.0,898.417676266137,39.0,212.0,2018.0,9.0,1.0,5.0,2.5,443250.0,4.0,0.0,1.0,1.0,0.0,1.0,12.0,7.0
2509.0,697.0,54.0,418.0,2018.0,9.0,1.0,5.0,1.8,443250.0,4.0,0.0,1.0,1.0,0.0,7.0,12.0,7.0
13799.0,639.0,22.0,1125.0,2006.0,9.0,1.0,4.0,2.0,60660.0,4.0,0.0,1.0,1.0,0.0,14.0,4.0,19.0
22894.0,898.417676266137,22.0,1125.0,2002.0,9.0,1.0,2.0,2.4,443250.0,6.0,0.0,1.0,1.0,0.0,7.0,6.0,23.0
3920.0,898.417676266137,40.0,1226.0,2021.0,9.0,0.0,0.0,1.8,443250.0,4.0,1.0,1.0,1.0,0.0,14.0,4.0,4.0
30.0,898.417676266137,20.0,570.0,2006.0,3.0,0.0,5.0,1.3,0.0,4.0,0.0,1.0,1.0,1.0,12.0,4.0,19.0
26180.0,836.0,22.0,1125.0,2002.0,9.0,1.0,5.0,2.0,36009.0,4.0,0.0,1.0,1.0,0.0,14.0,4.0,23.0
4000.0,898.417676266137,52.0,602.0,2018.0,2.0,0.0,5.0,2.5,443250.0,6.0,2.0,0.0,1.0,0.0,14.0,4.0,7.0
29793.0,637.0,27.0,1142.0,1995.0,4.0,1.0,1.0,2.0,226800.0,4.0,0.0,1.0,1.0,0.0,14.0,4.0,30.0
4704.0,898.417676266137,57.0,748.0,2018.0,9.0,0.0,5.0,2.0,443250.0,4.0,1.0,1.0,1.0,0.0,1.0,8.0,7.0
22580.0,898.417676266137,54.0,356.0,2003.0,9.0,1.0,5.0,2.5,118300.0,4.0,2.0,1.0,1.0,0.0,4.0,12.0,22.0
13642.0,1172.0,34.0,496.0,2013.0,9.0,1.0,1.0,3.5,443250.0,6.0,0.0,0.0,1.0,0.0,2.0,12.0,12.0
3607.0,761.0,54.0,418.0,2021.0,9.0,1.0,5.0,1.8,443250.0,4.0,0.0,1.0,1.0,0.0,12.0,12.0,4.0
11917.0,898.417676266137,34.0,324.0,2010.0,9.0,1.0,5.0,3.2,443250.0,6.0,0.0,2.0,0.0,0.0,9.0,8.0,15.0
4861.0,898.417676266137,15.0,618.0,2021.0,9.0,1.0,2.0,2.0,443250.0,4.0,0.0,1.0,1.0,0.0,14.0,0.0,4.0
17249.0,898.417676266137,54.0,973.0,2006.0,3.0,0.0,5.0,1.8,443250.0,4.0,0.0,1.0,1.0,0.0,12.0,12.0,19.0
8467.0,898.417676266137,34.0,491.0,2016.0,9.0,0.0,1.0,2.9,443250.0,8.0,1.0,2.0,1.0,0.0,10.0,2.0,9.0
18531.0,583.0,22.0,522.0,2005.0,9.0,1.0,5.0,1.6,443250.0,4.0,0.0,1.0,1.0,0.0,12.0,4.0,20.0
13000.0,898.417676266137,34.0,1151.0,2003.0,6.0,0.0,1.0,2.2,0.0,4.0,1.0,2.0,1.0,0.0,14.0,4.0,22.0
17249.0,781.0,54.0,356.0,2013.0,9.0,1.0,5.0,2.5,443250.0,4.0,0.0,1.0,1.0,0.0,12.0,12.0,12.0
14062.0,966.0,22.0,675.0,2012.0,1.0,1.0,5.0,2.0,443250.0,4.0,0.0,1.0,1.0,0.0,7.0,4.0,13.0
7840.0,898.417676266137,34.0,472.0,2015.0,9.0,0.0,0.0,2.0,443250.0,4.0,1.0,2.0,1.0,0.0,1.0,4.0,10.0
7840.0,898.417676266137,39.0,1225.0,2014.0,2.0,0.0,1.0,2.2,443250.0,4.0,1.0,2.0,1.0,1.0,14.0,3.0,11.0
11917.0,530.0,22.0,522.0,2011.0,9.0,1.0,5.0,1.6,443250.0,4.0,0.0,1.0,1.0,0.0,14.0,4.0,14.0
17876.0,642.0,15.0,290.0,2007.0,3.0,0.0,2.0,2.0,443250.0,4.0,0.0,1.0,1.0,0.0,12.0,10.0,18.0
23521.0,934.0,54.0,1020.0,2015.0,4.0,0.0,5.0,2.5,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0
314.0,862.0,15.0,550.0,2022.0,4.0,1.0,2.0,2.5,443250.0,4.0,0.0,0.0,1.0,0.0,6.0,0.0,3.0
18503.0,730.0,22.0,522.0,2004.0,9.0,1.0,4.0,1.6,443250.0,4.0,0.0,1.0,1.0,0.0,12.0,4.0,21.0
784.0,898.417676266137,54.0,356.0,2022.0,9.0,1.0,2.0,2.5,443250.0,4.0,0.0,1.0,1.0,0.0,1.0,12.0,3.0
470.0,898.417676266137,31.0,824.0,2022.0,9.0,1.0,2.0,2.0,443250.0,4.0,0.0,1.0,1.0,0.0,11.0,10.0,3.0
17562.0,898.417676266137,54.0,973.0,2006.0,3.0,0.0,2.0,1.8,443250.0,4.0,0.0,1.0,1.0,0.0,7.0,6.0,19.0
23207.0,900.0,22.0,1136.0,2000.0,9.0,1.0,5.0,2.4,443250.0,4.0,2.0,1.0,1.0,0.0,1.0,8.0,25.0
7840.0,898.417676266137,39.0,896.0,2014.0,9.0,0.0,5.0,1.5,443250.0,4.0,3.0,1.0,1.0,1.0,5.0,0.0,11.0
23505.0,639.0,22.0,1213.0,2001.0,4.0,1.0,1.0,2.0,225200.0,4.0,0.0,1.0,1.0,0.0,14.0,4.0,24.0
17876.0,583.0,22.0,522.0,2007.0,9.0,0.0,5.0,1.6,443250.0,4.0,2.0,1.0,1.0,0.0,12.0,8.0,18.0
8154.0,898.417676266137,34.0,262.0,2017.0,1.0,0.0,4.0,2.0,443250.0,4.0,2.0,2.0,0.0,1.0,7.0,6.0,8.0
7840.0,898.417676266137,15.0,568.0,2019.0,9.0,1.0,5.0,2.7,443250.0,6.0,0.0,2.0,1.0,0.0,14.0,12.0,6.0
3136.0,924.0,54.0,418.0,2019.0,9.0,1.0,5.0,1.8,443250.0,4.0,0.0,1.0,1.0,0.0,12.0,12.0,6.0
314.0,898.417676266137,30.0,668.0,2022.0,4.0,1.0,5.0,4.6,443250.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0
19444.0,502.0,15.0,618.0,2008.0,9.0,0.0,5.0,1.5,443250.0,4.0,0.0,1.0,1.0,0.0,1.0,8.0,17.0
188.0,765.0,34.0,650.0,2021.0,4.0,1.0,5.0,2.0,443250.0,4.0,0.0,1.0,1.0,0.0,11.0,12.0,4.0
15681.0,584.0,22.0,530.0,2006.0,9.0,0.0,5.0,1.8,443250.0,4.0,2.0,1.0,1.0,0.0,1.0,10.0,19.0
157.0,585.0,54.0,973.0,2020.0,9.0,1.0,2.0,1.8,443250.0,4.0,0.0,1.0,1.0,0.0,11.0,12.0,5.0
4000.0,898.417676266137,55.0,54.0,2017.0,4.0,0.0,5.0,2.9,443250.0,4.0,1.0,0.0,1.0,0.0,2.0,9.0,8.0
17562.0,898.417676266137,14.0,106.0,2007.0,4.0,0.0,5.0,1.4,443250.0,4.0,2.0,1.0,1.0,0.0,1.0,12.0,18.0
25089.0,898.417676266137,22.0,697.0,2004.0,7.0,1.0,1.0,2.5,443250.0,4.0,0.0,1.0,1.0,0.0,15.0,4.0,21.0
18240.0,583.0,22.0,522.0,2003.0,9.0,1.0,5.0,1.6,443250.0,4.0,0.0,1.0,1.0,0.0,7.0,4.0,22.0
6272.0,898.417676266137,20.0,396.0,2015.0,3.0,0.0,5.0,1.5,443250.0,4.0,1.0,1.0,0.0,0.0,11.0,2.0,10.0
3293.0,640.0,2.0,174.0,2019.0,9.0,1.0,5.0,2.0,443250.0,4.0,0.0,0.0,1.0,0.0,14.0,12.0,6.0
25597.0,769.0,7.0,375.0,2001.0,4.0,1.0,1.0,2.2,252000.0,4.0,0.0,1.0,1.0,0.0,7.0,4.0,24.0
627.0,584.0,57.0,748.0,2020.0,9.0,1.0,1.0,1.8,443250.0,4.0,0.0,1.0,1.0,0.0,1.0,12.0,5.0
23207.0,642.0,22.0,1213.0,2002.0,4.0,1.0,1.0,2.0,150841.0,4.0,0.0,1.0,1.0,0.0,7.0,4.0,23.0
3450.0,753.0,7.0,547.0,2021.0,4.0,1.0,5.0,2.4,443250.0,4.0,0.0,1.0,1.0,0.0,1.0,12.0,4.0
22266.0,898.417676266137,15.0,618.0,2001.0,9.0,1.0,5.0,1.6,247809.0,4.0,0.0,1.0,1.0,0.0,1.0,8.0,24.0
4704.0,898.417676266137,4.0,114.0,2018.0,9.0,1.0,5.0,2.5,443250.0,6.0,1.0,2.0,1.0,0.0,6.0,4.0,7.0
27598.0,777.0,54.0,370.0,1998.0,9.0,1.0,5.0,2.5,30054.0,4.0,0.0,1.0,1.0,0.0,1.0,12.0,27.0
10976.0,753.0,12.0,242.0,2011.0,9.0,0.0,5.0,2.4,443250.0,4.0,2.0,1.0,1.0,0.0,2.0,8.0,14.0
37633.0,898.417676266137,54.0,1020.0,1991.0,4.0,1.0,5.0,2.5,42800.0,4.0,2.0,1.0,1.0,0.0,0.0,12.0,34.0
9879.0,1018.0,34.0,496.0,2015.0,9.0,1.0,1.0,3.0,443250.0,6.0,0.0,2.0,1.0,0.0,14.0,12.0,10.0
8311.0,898.417676266137,4.0,73.0,2014.0,1.0,0.0,5.0,2.8,443250.0,6.0,1.0,2.0,0.0,0.0,2.0,2.0,11.0
4077.0,1094.0,51.0,778.0,2019.0,4.0,1.0,1.0,2.0,443250.0,4.0,0.0,1.0,1.0,0.0,12.0,4.0,6.0
7056.0,780.0,5.0,389.0,2014.0,9.0,1.0,5.0,1.4,443250.0,4.0,0.0,1.0,1.0,0.0,1.0,12.0,11.0
21326.0,898.417676266137,34.0,496.0,2006.0,9.0,1.0,5.0,3.5,117192.0,6.0,0.0,2.0,1.0,0.0,2.0,8.0,19.0
9408.0,898.417676266137,34.0,494.0,2011.0,9.0,1.0,0.0,3.2,443250.0,6.0,0.0,2.0,1.0,0.0,1.0,6.0,14.0
30750.0,770.0,22.0,1213.0,1999.0,4.0,1.0,1.0,1.7,89700.0,4.0,0.0,1.0,1.0,0.0,14.0,4.0,26.0
27294.0,986.0,26.0,409.0,1998.0,4.0,1.0,5.0,2.4,230500.0,4.0,0.0,1.0,1.0,0.0,6.0,4.0,27.0
13877.0,585.0,7.0,444.0,2012.0,9.0,1.0,5.0,1.8,443250.0,4.0,0.0,1.0,1.0,0.0,14.0,4.0,13.0
1490.0,831.0,26.0,409.0,2020.0,4.0,1.0,5.0,2.4,443250.0,4.0,0.0,1.0,1.0,0.0,1.0,11.0,5.0
21326.0,919.0,4.0,116.0,2001.0,9.0,1.0,5.0,3.0,443250.0,6.0,2.0,2.0,1.0,0.0,12.0,12.0,24.0
3600.0,724.0,56.0,27.0,2018.0,9.0,1.0,5.0,1.7,443250.0,4.0,1.0,2.0,1.0,0.0,12.0,4.0,7.0
19296.0,862.0,22.0,697.0,2003.0,8.0,1.0,1.0,2.5,443250.0,4.0,0.0,1.0,1.0,0.0,14.0,4.0,22.0
18000.0,898.417676266137,20.0,1110.0,2005.0,3.0,0.0,2.0,1.5,205199.0,4.0,0.0,0.0,1.0,0.0,12.0,6.0,20.0
11290.0,898.417676266137,54.0,1217.0,2015.0,4.0,1.0,5.0,5.7,443250.0,8.0,0.0,2.0,1.0,0.0,7.0,12.0,10.0
13877.0,531.0,22.0,522.0,2012.0,9.0,1.0,5.0,1.6,443250.0,4.0,0.0,1.0,1.0,0.0,14.0,4.0,13.0
5209.0,447.0,20.0,570.0,2019.0,3.0,1.0,5.0,1.3,443250.0,4.0,0.0,1.0,1.0,0.0,12.0,4.0,6.0
4547.0,614.0,10.0,676.0,2017.0,9.0,1.0,5.0,1.2,443250.0,4.0,0.0,1.0,1.0,0.0,2.0,4.0,8.0
784.0,639.0,57.0,748.0,2022.0,9.0,1.0,5.0,2.0,443250.0,4.0,0.0,1.0,1.0,0.0,12.0,12.0,3.0
7840.0,898.417676266137,39.0,1281.0,2014.0,10.0,0.0,0.0,2.0,443250.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,11.0
13172.0,474.0,14.0,105.0,2007.0,0.0,1.0,5.0,1.4,57922.0,4.0,0.0,1.0,1.0,0.0,2.0,6.0,18.0
10036.0,898.417676266137,54.0,973.0,2013.0,3.0,0.0,2.0,1.5,443250.0,4.0,3.0,1.0,1.0,0.0,14.0,0.0,12.0
188.0,585.0,54.0,973.0,2022.0,3.0,1.0,2.0,1.8,443250.0,4.0,0.0,1.0,1.0,0.0,2.0,12.0,3.0
28909.0,831.0,22.0,522.0,1996.0,9.0,1.0,4.0,1.6,277400.0,4.0,0.0,1.0,1.0,0.0,7.0,4.0,29.0
10663.0,586.0,54.0,973.0,2013.0,3.0,0.0,2.0,1.8,443250.0,4.0,0.0,1.0,1.0,0.0,2.0,4.0,12.0
12890.0,898.417676266137,4.0,1295.0,2011.0,4.0,1.0,5.0,3.0,104000.0,6.0,2.0,0.0,1.0,0.0,1.0,12.0,14.0
6272.0,898.417676266137,52.0,805.0,2018.0,10.0,1.0,5.0,2.5,443250.0,4.0,0.0,0.0,1.0,1.0,5.0,4.0,7.0
23521.0,898.417676266137,42.0,383.0,2001.0,4.0,1.0,5.0,4.5,230500.0,8.0,2.0,0.0,1.0,0.0,12.0,12.0,24.0
3607.0,898.417676266137,57.0,748.0,2021.0,9.0,0.0,0.0,2.0,443250.0,4.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0
9722.0,583.0,15.0,590.0,2012.0,9.0,0.0,5.0,1.6,443250.0,4.0,0.0,1.0,1.0,0.0,2.0,4.0,13.0
2979.0,919.0,34.0,831.0,2022.0,4.0,1.0,1.0,3.0,443250.0,6.0,0.0,0.0,1.0,0.0,14.0,12.0,3.0
14269.0,1053.0,54.0,1111.0,2014.0,9.0,1.0,5.0,3.5,0.0,6.0,0.0,1.0,1.0,0.0,7.0,12.0,11.0
12890.0,898.417676266137,54.0,715.0,2012.0,8.0,0.0,1.0,3.0,104000.0,6.0,1.0,0.0,1.0,0.0,14.0,6.0,13.0
17876.0,761.0,54.0,421.0,2008.0,9.0,0.0,5.0,1.8,443250.0,4.0,0.0,1.0,1.0,0.0,12.0,6.0,17.0
38574.0,898.417676266137,15.0,618.0,1992.0,9.0,1.0,6.0,2.0,0.0,4.0,2.0,1.0,1.0,0.0,14.0,10.0,33.0
21796.0,777.0,54.0,356.0,2003.0,9.0,1.0,5.0,2.5,259300.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,22.0
10349.0,898.417676266137,30.0,339.0,2015.0,3.0,1.0,2.0,1.8,443250.0,4.0,0.0,1.0,1.0,0.0,11.0,0.0,10.0
12890.0,1017.0,34.0,492.0,2017.0,9.0,1.0,5.0,2.0,50963.0,4.0,0.0,2.0,1.0,0.0,1.0,12.0,8.0
35005.0,1091.0,22.0,697.0,1993.0,7.0,1.0,1.0,2.5,88800.0,4.0,0.0,1.0,1.0,0.0,14.0,4.0,32.0
8151.0,898.417676266137,7.0,1145.0,2015.0,9.0,1.0,5.0,1.0,443250.0,4.0,0.0,1.0,1.0,0.0,14.0,4.0,10.0
1568.0,810.0,22.0,522.0,2022.0,9.0,1.0,5.0,1.8,443250.0,4.0,0.0,1.0,1.0,0.0,2.0,12.0,3.0
862.0,898.417676266137,15.0,618.0,2022.0,9.0,1.0,2.0,2.0,443250.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0
41193.0,640.0,22.0,1099.0,1992.0,4.0,1.0,1.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,7.0,4.0,33.0
282.0,645.0,54.0,973.0,2022.0,3.0,1.0,2.0,1.8,443250.0,4.0,0.0,1.0,1.0,0.0,2.0,12.0,3.0
11604.0,639.0,22.0,1125.0,2010.0,9.0,1.0,4.0,2.0,164006.0,4.0,0.0,1.0,1.0,0.0,12.0,4.0,15.0
