ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,car_age
45788535.0,43905.0,898.417676266137,TOYOTA,CHR,1989.0,Jeep,No,Petrol,2.0,47900.0,4.0,Tiptronic,Front,4,Left wheel,Sky blue,12.0,36.0
45504018.0,11604.0,898.417676266137,BMW,330,2014.0,Sedan,No,Petrol,3.0,443250.0,6.0,Manual,Rear,4,Left wheel,Blue,4.0,11.0
45161909.0,43278.0,898.417676266137,MERCEDES-BENZ,S 350 CDI 320,1990.0,Sedan,Yes,Diesel,3.2,0.0,6.0,Tiptronic,Rear,4,Left wheel,Black,12.0,35.0
45682415.0,20385.0,898.417676266137,HYUNDAI,Santa FE,2004.0,Jeep,Yes,Diesel,2.2,443250.0,6.0,Tiptronic,4x4,4,Left wheel,Silver,8.0,21.0
45525259.0,21012.0,1077.0,TOYOTA,CHR,2003.0,Jeep,Yes,Petrol,2.0,237500.0,4.0,Automatic,Front,4,Left wheel,Silver,12.0,22.0
45787908.0,21639.0,779.0,TOYOTA,Camry,2003.0,Sedan,Yes,Petrol,2.5,241200.0,4.0,Tiptronic,Front,4,Left wheel,Black,16.0,22.0
45730307.0,33823.0,831.0,SSANGYONG,Actyon,1993.0,Jeep,Yes,Petrol,1.6,113300.0,4.0,Automatic,Front,4,Left wheel,White,4.0,32.0
43277982.0,8467.0,898.417676266137,HONDA,FIT,2016.0,Hatchback,No,Petrol,1.5,443250.0,4.0,Automatic,Front,4,Right-hand drive,White,4.0,9.0
45487175.0,25089.0,528.0,FORD,Fiesta,2001.0,Sedan,No,Petrol,1.6,258416.0,4.0,Manual,Front,4,Left wheel,Black,6.0,24.0
45571520.0,130.0,898.417676266137,TOYOTA,Highlander,2022.0,Jeep,No,Hybrid,3.3,443250.0,6.0,Automatic,4x4,4,Left wheel,Grey,12.0,3.0
45733168.0,21181.0,642.0,HYUNDAI,Sonata,2006.0,Sedan,Yes,Petrol,2.0,290300.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,19.0
45584546.0,18817.0,1018.0,BMW,528,2007.0,Sedan,Yes,Petrol,3.0,443250.0,6.0,Tiptronic,Rear,4,Left wheel,Blue,10.0,18.0
45804415.0,26591.0,898.417676266137,LEXUS,LS 460,2002.0,Sedan,Yes,Petrol,4.6,138600.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,23.0
45738337.0,12890.0,898.417676266137,BMW,M5 Japan,1986.0,Sedan,Yes,Petrol,5.0,0.0,4.0,Manual,Rear,4,Left wheel,Blue,10.0,39.0
45765167.0,4391.0,474.0,FIAT,500,2020.0,Jeep,Yes,Petrol,1.4,443250.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,5.0
44794465.0,10506.0,898.417676266137,TOYOTA,Aqua,2015.0,Sedan,No,Hybrid,1.5,443250.0,4.0,Automatic,Front,4,Right-hand drive,Silver,2.0,10.0
45471734.0,36692.0,898.417676266137,MERCEDES-BENZ,GL 320,1992.0,Jeep,Yes,Diesel,3.0,157800.0,6.0,Tiptronic,4x4,4,Left wheel,Black,12.0,33.0
45598636.0,14113.0,898.417676266137,HONDA,Cr-v LX,2007.0,Jeep,No,Petrol,2.4,443250.0,4.0,Automatic,Front,4,Left wheel,Brown,0.0,18.0
45793307.0,5645.0,898.417676266137,MERCEDES-BENZ,C 220,2018.0,Sedan,No,Petrol,2.2,443250.0,4.0,Manual,Rear,4,Left wheel,Black,4.0,7.0
45645674.0,941.0,898.417676266137,LEXUS,GX 460,2019.0,Jeep,Yes,Petrol,4.6,443250.0,8.0,Automatic,4x4,4,Left wheel,Black,0.0,6.0
45796993.0,30583.0,777.0,HYUNDAI,H1,1994.0,Minivan,Yes,Diesel,2.5,201000.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,31.0
45695491.0,23521.0,585.0,TOYOTA,Prius V,2000.0,Minivan,Yes,Hybrid,1.8,443250.0,4.0,Variator,Front,4,Left wheel,White,10.0,25.0
45764913.0,12890.0,898.417676266137,LEXUS,GX 460,1987.0,Jeep,Yes,Petrol,4.6,0.0,8.0,Automatic,4x4,4,Left wheel,Black,0.0,38.0
45796912.0,12522.0,1024.0,HYUNDAI,H1,2005.0,Minivan,Yes,Diesel,2.5,443250.0,4.0,Automatic,Front,4,Left wheel,Yellow,4.0,20.0
45096132.0,8467.0,781.0,VOLKSWAGEN,Passat,2015.0,Sedan,No,Petrol,2.5,443250.0,4.0,Tiptronic,Front,4,Left wheel,Silver,12.0,10.0
45759885.0,282.0,898.417676266137,LEXUS,GX 470,2020.0,Jeep,Yes,Petrol,4.7,443250.0,8.0,Automatic,4x4,4,Left wheel,Black,0.0,5.0
45765939.0,44000.0,898.417676266137,MERCEDES-BENZ,320,1991.0,Sedan,Yes,Diesel,3.0,7300.0,6.0,Tiptronic,4x4,4,Left wheel,Black,12.0,34.0
44838566.0,15681.0,898.417676266137,TOYOTA,Prius C,2010.0,Hatchback,No,Hybrid,1.5,443250.0,4.0,Tiptronic,Front,4,Left wheel,Red,8.0,15.0
45770572.0,28539.0,639.0,MAZDA,CX-5,1998.0,Jeep,No,Petrol,2.0,166800.0,4.0,Automatic,Front,4,Left wheel,Blue,12.0,27.0
45810211.0,23703.0,765.0,CHEVROLET,Malibu,2001.0,Sedan,Yes,Diesel,2.0,261500.0,4.0,Automatic,Front,4,Left wheel,White,4.0,24.0
45755930.0,6272.0,898.417676266137,BMW,X5,2017.0,Jeep,Yes,Petrol,4.4,443250.0,8.0,Tiptronic,4x4,4,Left wheel,Grey,16.0,8.0
45655288.0,24775.0,917.0,AUDI,Q7,1999.0,Jeep,Yes,Petrol,3.0,180100.0,6.0,Automatic,4x4,4,Left wheel,Blue,0.0,26.0
45803891.0,24543.0,642.0,HYUNDAI,Tucson,1998.0,Jeep,Yes,Diesel,2.0,443250.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,27.0
45625981.0,157.0,898.417676266137,BMW,X5,2021.0,Sedan,Yes,Petrol,4.4,443250.0,8.0,Automatic,4x4,4,Left wheel,Black,0.0,4.0
45548151.0,10349.0,898.417676266137,TOYOTA,Aqua,2012.0,Hatchback,No,Hybrid,1.5,443250.0,4.0,Automatic,Front,4,Right-hand drive,Black,4.0,13.0
45810826.0,3763.0,879.0,FORD,Fiesta,2019.0,Sedan,Yes,Petrol,1.6,443250.0,4.0,Automatic,Front,4,Left wheel,Grey,12.0,6.0
45750931.0,8154.0,1111.0,HONDA,FIT,2017.0,Universal,No,Hybrid,1.3,443250.0,4.0,Variator,Front,4,Right-hand drive,White,2.0,8.0
45809735.0,19306.0,501.0,TOYOTA,Aqua,2006.0,Hatchback,Yes,Petrol,1.5,443250.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,19.0
45784866.0,17249.0,898.417676266137,TOYOTA,Prius,2008.0,Sedan,No,Hybrid,1.8,443250.0,6.0,Automatic,Front,4,Left wheel,White,1.0,17.0
45813189.0,4704.0,898.417676266137,FORD,Fusion,2019.0,Sedan,Yes,Hybrid,2.0,443250.0,4.0,Automatic,Front,4,Left wheel,Red,12.0,6.0
45800769.0,7213.0,898.417676266137,SUZUKI,Grand Vitara,2002.0,Jeep,Yes,Petrol,2.0,0.0,4.0,Manual,4x4,4,Left wheel,Silver,4.0,23.0
45797528.0,36231.0,1091.0,HYUNDAI,H1,1994.0,Universal,Yes,Diesel,2.5,12400.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,31.0
45767611.0,1882.0,746.0,TOYOTA,Prius,2022.0,Sedan,Yes,Hybrid,1.5,443250.0,4.0,Automatic,Front,4,Left wheel,White,12.0,3.0
45655273.0,6429.0,917.0,AUDI,A7,2017.0,Hatchback,Yes,Petrol,3.0,443250.0,6.0,Automatic,4x4,4,Left wheel,Grey,0.0,8.0
45539804.0,30734.0,898.417676266137,MERCEDES-BENZ,E 350,1996.0,Sedan,Yes,Petrol,3.5,142200.0,6.0,Tiptronic,4x4,4,Left wheel,Black,12.0,29.0
45801836.0,14834.0,687.0,HYUNDAI,Elantra,2007.0,Sedan,Yes,Petrol,1.6,443250.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,18.0
45808452.0,1333.0,761.0,TOYOTA,Corolla,2022.0,Sedan,Yes,Petrol,1.8,443250.0,4.0,Automatic,Front,4,Left wheel,Silver,12.0,3.0
43662303.0,16900.0,1141.0,HONDA,Element,2008.0,Universal,No,Petrol,2.4,443250.0,4.0,Automatic,4x4,4,Left wheel,Silver,8.0,17.0
43390500.0,20385.0,898.417676266137,MITSUBISHI,Delica,2001.0,Minivan,Yes,Petrol,3.0,443250.0,6.0,Automatic,4x4,4,Right-hand drive,White,12.0,24.0
45801503.0,30931.0,880.0,HYUNDAI,Elantra,1997.0,Sedan,Yes,Petrol,1.6,173500.0,4.0,Automatic,Front,4,Left wheel,White,4.0,28.0
45649795.0,2509.0,898.417676266137,LEXUS,RX 450,2018.0,Jeep,Yes,Hybrid,3.5,443250.0,6.0,Automatic,4x4,4,Left wheel,Grey,12.0,7.0
45775733.0,6272.0,898.417676266137,OPEL,Astra,2017.0,Universal,No,Petrol,1.6,201149.0,4.0,Manual,Front,4,Left wheel,White,0.0,8.0
45614391.0,26343.0,777.0,TOYOTA,Camry,2014.0,Sedan,Yes,Petrol,2.5,0.0,4.0,Tiptronic,Front,4,Left wheel,Silver,12.0,11.0
45792144.0,3293.0,586.0,HONDA,Civic,2022.0,Sedan,Yes,Petrol,1.8,443250.0,4.0,Automatic,Front,4,Left wheel,White,12.0,3.0
45757624.0,4077.0,898.417676266137,NISSAN,Altima,2018.0,Sedan,Yes,Petrol,2.5,443250.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,7.0
45806671.0,2509.0,697.0,TOYOTA,Corolla,2018.0,Sedan,Yes,Petrol,1.8,443250.0,4.0,Automatic,Front,4,Left wheel,Grey,12.0,7.0
45733113.0,13799.0,639.0,HYUNDAI,Sonata,2006.0,Sedan,Yes,LPG,2.0,60660.0,4.0,Automatic,Front,4,Left wheel,White,4.0,19.0
45510457.0,22894.0,898.417676266137,HYUNDAI,Sonata,2002.0,Sedan,Yes,Hybrid,2.4,443250.0,6.0,Automatic,Front,4,Left wheel,Grey,6.0,23.0
45748851.0,3920.0,898.417676266137,OPEL,Vectra,2021.0,Sedan,No,CNG,1.8,443250.0,4.0,Manual,Front,4,Left wheel,White,4.0,4.0
45734406.0,30.0,898.417676266137,HONDA,FIT,2006.0,Hatchback,No,Petrol,1.3,0.0,4.0,Automatic,Front,4,Right-hand drive,Silver,4.0,19.0
45733383.0,26180.0,836.0,HYUNDAI,Sonata,2002.0,Sedan,Yes,Petrol,2.0,36009.0,4.0,Automatic,Front,4,Left wheel,White,4.0,23.0
45507290.0,4000.0,898.417676266137,SUBARU,Forester,2018.0,Goods wagon,No,Petrol,2.5,443250.0,6.0,Tiptronic,4x4,4,Left wheel,White,4.0,7.0
45789956.0,29793.0,637.0,KIA,Sorento,1995.0,Jeep,Yes,Diesel,2.0,226800.0,4.0,Automatic,Front,4,Left wheel,White,4.0,30.0
45660168.0,4704.0,898.417676266137,VOLKSWAGEN,Jetta,2018.0,Sedan,No,Petrol,2.0,443250.0,4.0,Manual,Front,4,Left wheel,Black,8.0,7.0
45759309.0,22580.0,898.417676266137,TOYOTA,Camry,2003.0,Sedan,Yes,Petrol,2.5,118300.0,4.0,Tiptronic,Front,4,Left wheel,Carnelian red,12.0,22.0
45766577.0,13642.0,1172.0,MERCEDES-BENZ,E 350,2013.0,Sedan,Yes,Diesel,3.5,443250.0,6.0,Automatic,4x4,4,Left wheel,Blue,12.0,12.0
45754310.0,3607.0,761.0,TOYOTA,Corolla,2021.0,Sedan,Yes,Petrol,1.8,443250.0,4.0,Automatic,Front,4,Left wheel,Silver,12.0,4.0
44754818.0,11917.0,898.417676266137,MERCEDES-BENZ,CLK 320,2010.0,Sedan,Yes,Petrol,3.2,443250.0,6.0,Automatic,Rear,2,Left wheel,Pink,8.0,15.0
45640542.0,4861.0,898.417676266137,FORD,Fusion,2021.0,Sedan,Yes,Hybrid,2.0,443250.0,4.0,Automatic,Front,4,Left wheel,White,0.0,4.0
44094737.0,17249.0,898.417676266137,TOYOTA,Prius,2006.0,Hatchback,No,Petrol,1.8,443250.0,4.0,Automatic,Front,4,Left wheel,Silver,12.0,19.0
45780736.0,8467.0,898.417676266137,MERCEDES-BENZ,E 290,2016.0,Sedan,No,Diesel,2.9,443250.0,8.0,Manual,Rear,4,Left wheel,Purple,2.0,9.0
45801727.0,18531.0,583.0,HYUNDAI,Elantra,2005.0,Sedan,Yes,Petrol,1.6,443250.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,20.0
37779467.0,13000.0,898.417676266137,MERCEDES-BENZ,Sprinter 308 CDI,2003.0,Microbus,No,Diesel,2.2,0.0,4.0,Manual,Rear,4,Left wheel,White,4.0,22.0
45758427.0,17249.0,781.0,TOYOTA,Camry,2013.0,Sedan,Yes,Petrol,2.5,443250.0,4.0,Automatic,Front,4,Left wheel,Silver,12.0,12.0
45797115.0,14062.0,966.0,HYUNDAI,Genesis,2012.0,Coupe,Yes,Petrol,2.0,443250.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,13.0
45815372.0,7840.0,898.417676266137,MERCEDES-BENZ,E 200,2015.0,Sedan,No,CNG,2.0,443250.0,4.0,Manual,Rear,4,Left wheel,Black,4.0,10.0
45810789.0,7840.0,898.417676266137,NISSAN,Vanette,2014.0,Goods wagon,No,Diesel,2.2,443250.0,4.0,Manual,Rear,4,Right-hand drive,White,3.0,11.0
45798325.0,11917.0,530.0,HYUNDAI,Elantra,2011.0,Sedan,Yes,Petrol,1.6,443250.0,4.0,Automatic,Front,4,Left wheel,White,4.0,14.0
45736700.0,17876.0,642.0,FORD,C-MAX,2007.0,Hatchback,No,Hybrid,2.0,443250.0,4.0,Automatic,Front,4,Left wheel,Silver,10.0,18.0
45799986.0,23521.0,934.0,TOYOTA,RAV 4,2015.0,Jeep,No,Petrol,2.5,0.0,4.0,Automatic,4x4,4,Left wheel,Black,0.0,10.0
45763626.0,314.0,862.0,FORD,Escape,2022.0,Jeep,Yes,Hybrid,2.5,443250.0,4.0,Automatic,4x4,4,Left wheel,Green,0.0,3.0
45730780.0,18503.0,730.0,HYUNDAI,Elantra,2004.0,Sedan,Yes,LPG,1.6,443250.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,21.0
45641165.0,784.0,898.417676266137,TOYOTA,Camry,2022.0,Sedan,Yes,Hybrid,2.5,443250.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,3.0
45729912.0,470.0,898.417676266137,LINCOLN,MKZ,2022.0,Sedan,Yes,Hybrid,2.0,443250.0,4.0,Automatic,Front,4,Left wheel,Red,10.0,3.0
45755971.0,17562.0,898.417676266137,TOYOTA,Prius,2006.0,Hatchback,No,Hybrid,1.8,443250.0,4.0,Automatic,Front,4,Left wheel,Grey,6.0,19.0
45815398.0,23207.0,900.0,HYUNDAI,Sonata SPORT,2000.0,Sedan,Yes,Petrol,2.4,443250.0,4.0,Tiptronic,Front,4,Left wheel,Black,8.0,25.0
45680165.0,7840.0,898.417676266137,NISSAN,Note,2014.0,Sedan,No,Petrol,1.5,443250.0,4.0,Variator,Front,4,Right-hand drive,Golden,0.0,11.0
45804001.0,23505.0,639.0,HYUNDAI,Tucson,2001.0,Jeep,Yes,Diesel,2.0,225200.0,4.0,Automatic,Front,4,Left wheel,White,4.0,24.0
45788258.0,17876.0,583.0,HYUNDAI,Elantra,2007.0,Sedan,No,Petrol,1.6,443250.0,4.0,Tiptronic,Front,4,Left wheel,Silver,8.0,18.0
45815384.0,8154.0,898.417676266137,MERCEDES-BENZ,C 200 KOMPRESSOR,2017.0,Coupe,No,LPG,2.0,443250.0,4.0,Tiptronic,Rear,2,Right-hand drive,Grey,6.0,8.0
45808524.0,7840.0,898.417676266137,FORD,F150,2019.0,Sedan,Yes,Petrol,2.7,443250.0,6.0,Automatic,Rear,4,Left wheel,White,12.0,6.0
45771814.0,3136.0,924.0,TOYOTA,Corolla,2019.0,Sedan,Yes,Petrol,1.8,443250.0,4.0,Automatic,Front,4,Left wheel,Silver,12.0,6.0
45658568.0,314.0,898.417676266137,LEXUS,GX 460,2022.0,Jeep,Yes,Petrol,4.6,443250.0,8.0,Automatic,4x4,4,Left wheel,Black,0.0,3.0
45723475.0,19444.0,502.0,FORD,Fusion,2008.0,Sedan,No,Petrol,1.5,443250.0,4.0,Automatic,Front,4,Left wheel,Black,8.0,17.0
45807594.0,188.0,765.0,MERCEDES-BENZ,GLA 250,2021.0,Jeep,Yes,Petrol,2.0,443250.0,4.0,Automatic,Front,4,Left wheel,Red,12.0,4.0
45801255.0,15681.0,584.0,HYUNDAI,Elantra LIMITEDI,2006.0,Sedan,No,Petrol,1.8,443250.0,4.0,Tiptronic,Front,4,Left wheel,Black,10.0,19.0
45771968.0,157.0,585.0,TOYOTA,Prius,2020.0,Sedan,Yes,Hybrid,1.8,443250.0,4.0,Automatic,Front,4,Left wheel,Red,12.0,5.0
45792926.0,4000.0,898.417676266137,UAZ,31514,2017.0,Jeep,No,Petrol,2.9,443250.0,4.0,Manual,4x4,4,Left wheel,Blue,9.0,8.0
44348840.0,17562.0,898.417676266137,FIAT,500L,2007.0,Jeep,No,Petrol,1.4,443250.0,4.0,Tiptronic,Front,4,Left wheel,Black,12.0,18.0
45797881.0,25089.0,898.417676266137,HYUNDAI,H1,2004.0,Minivan,Yes,Diesel,2.5,443250.0,4.0,Automatic,Front,4,Left wheel,Yellow,4.0,21.0
45797884.0,18240.0,583.0,HYUNDAI,Elantra,2003.0,Sedan,Yes,Petrol,1.6,443250.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,22.0
45788475.0,6272.0,898.417676266137,HONDA,Civic,2015.0,Hatchback,No,Petrol,1.5,443250.0,4.0,Manual,Front,2,Left wheel,Red,2.0,10.0
45771822.0,3293.0,640.0,AUDI,A4,2019.0,Sedan,Yes,Petrol,2.0,443250.0,4.0,Automatic,4x4,4,Left wheel,White,12.0,6.0
45809469.0,25597.0,769.0,CHEVROLET,Captiva,2001.0,Jeep,Yes,Diesel,2.2,252000.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,24.0
45634847.0,627.0,584.0,VOLKSWAGEN,Jetta,2020.0,Sedan,Yes,Diesel,1.8,443250.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,5.0
45804340.0,23207.0,642.0,HYUNDAI,Tucson,2002.0,Jeep,Yes,Diesel,2.0,150841.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,23.0
45771113.0,3450.0,753.0,CHEVROLET,Equinox,2021.0,Jeep,Yes,Petrol,2.4,443250.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,4.0
45771597.0,22266.0,898.417676266137,FORD,Fusion,2001.0,Sedan,Yes,Petrol,1.6,247809.0,4.0,Automatic,Front,4,Left wheel,Black,8.0,24.0
45637390.0,4704.0,898.417676266137,BMW,525 Vanos,2018.0,Sedan,Yes,Petrol,2.5,443250.0,6.0,Manual,Rear,4,Left wheel,Green,4.0,7.0
45779209.0,27598.0,777.0,TOYOTA,Camry XV50,1998.0,Sedan,Yes,Petrol,2.5,30054.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,27.0
45172501.0,10976.0,753.0,DODGE,Avenger,2011.0,Sedan,No,Petrol,2.4,443250.0,4.0,Tiptronic,Front,4,Left wheel,Blue,8.0,14.0
45784464.0,37633.0,898.417676266137,TOYOTA,RAV 4,1991.0,Jeep,Yes,Petrol,2.5,42800.0,4.0,Tiptronic,Front,4,Left wheel,Beige,12.0,34.0
45774072.0,9879.0,1018.0,MERCEDES-BENZ,E 350,2015.0,Sedan,Yes,Diesel,3.0,443250.0,6.0,Automatic,Rear,4,Left wheel,White,12.0,10.0
45815831.0,8311.0,898.417676266137,BMW,328,2014.0,Coupe,No,Petrol,2.8,443250.0,6.0,Manual,Rear,2,Left wheel,Blue,2.0,11.0
45789876.0,4077.0,1094.0,SSANGYONG,Kyron,2019.0,Jeep,Yes,Diesel,2.0,443250.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,6.0
45757387.0,7056.0,780.0,BUICK,Century,2014.0,Sedan,Yes,Petrol,1.4,443250.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,11.0
45795866.0,21326.0,898.417676266137,MERCEDES-BENZ,E 350,2006.0,Sedan,Yes,Petrol,3.5,117192.0,6.0,Automatic,Rear,4,Left wheel,Blue,8.0,19.0
45739714.0,9408.0,898.417676266137,MERCEDES-BENZ,E 320,2011.0,Sedan,Yes,CNG,3.2,443250.0,6.0,Automatic,Rear,4,Left wheel,Black,6.0,14.0
45804674.0,30750.0,770.0,HYUNDAI,Tucson,1999.0,Jeep,Yes,Diesel,1.7,89700.0,4.0,Automatic,Front,4,Left wheel,White,4.0,26.0
45804342.0,27294.0,986.0,JEEP,Compass,1998.0,Jeep,Yes,Petrol,2.4,230500.0,4.0,Automatic,Front,4,Left wheel,Green,4.0,27.0
45809620.0,13877.0,585.0,CHEVROLET,Cruze,2012.0,Sedan,Yes,Petrol,1.8,443250.0,4.0,Automatic,Front,4,Left wheel,White,4.0,13.0
45806481.0,1490.0,831.0,JEEP,Compass,2020.0,Jeep,Yes,Petrol,2.4,443250.0,4.0,Automatic,Front,4,Left wheel,Black,11.0,5.0
45770571.0,21326.0,919.0,BMW,528,2001.0,Sedan,Yes,Petrol,3.0,443250.0,6.0,Tiptronic,Rear,4,Left wheel,Silver,12.0,24.0
45801061.0,3600.0,724.0,VAZ,2107,2018.0,Sedan,Yes,Petrol,1.7,443250.0,4.0,Manual,Rear,4,Left wheel,Silver,4.0,7.0
45796828.0,19296.0,862.0,HYUNDAI,H1,2003.0,Pickup,Yes,Diesel,2.5,443250.0,4.0,Automatic,Front,4,Left wheel,White,4.0,22.0
45758602.0,18000.0,898.417676266137,HONDA,Shuttle,2005.0,Hatchback,No,Hybrid,1.5,205199.0,4.0,Automatic,4x4,4,Left wheel,Silver,6.0,20.0
45769589.0,11290.0,898.417676266137,TOYOTA,Tundra,2015.0,Jeep,Yes,Petrol,5.7,443250.0,8.0,Automatic,Rear,4,Left wheel,Grey,12.0,10.0
45801523.0,13877.0,531.0,HYUNDAI,Elantra,2012.0,Sedan,Yes,Petrol,1.6,443250.0,4.0,Automatic,Front,4,Left wheel,White,4.0,13.0
45809185.0,5209.0,447.0,HONDA,FIT,2019.0,Hatchback,Yes,Petrol,1.3,443250.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,6.0
45744759.0,4547.0,614.0,DAEWOO,Gentra,2017.0,Sedan,Yes,Petrol,1.2,443250.0,4.0,Automatic,Front,4,Left wheel,Blue,4.0,8.0
45812601.0,784.0,639.0,VOLKSWAGEN,Jetta,2022.0,Sedan,Yes,Petrol,2.0,443250.0,4.0,Automatic,Front,4,Left wheel,Silver,12.0,3.0
43469085.0,7840.0,898.417676266137,NISSAN,X-Trail,2014.0,Universal,No,CNG,2.0,443250.0,4.0,Automatic,4x4,4,Right-hand drive,Black,2.0,11.0
45816009.0,13172.0,474.0,FIAT,500C Lounge,2007.0,Cabriolet,Yes,Petrol,1.4,57922.0,4.0,Automatic,Front,4,Left wheel,Blue,6.0,18.0
45784575.0,10036.0,898.417676266137,TOYOTA,Prius,2013.0,Hatchback,No,Hybrid,1.5,443250.0,4.0,Variator,Front,4,Left wheel,White,0.0,12.0
